단지고유번호,필지고유번호,시도,자치구,법정동,지번,주소,대표단지명,단지명_공시가격,단지명_건축물대장,단지명_도로명주소,단지종류코드,단지종류명,동수,세대수,사용승인일,원천데이터
11680100001327,1168010800102710006,서울특별시,강남구,논현동,271-6,서울특별시 강남구 논현동 271-6,테크노빌라트,테크노빌라트,테크노빌라트,테크노빌라트,1,아파트,1,18,2002-06-28,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100053121,1168010800102280009,서울특별시,강남구,논현동,228-9,서울특별시 강남구 논현동 228-9,토미빌(228-9),토미빌(228-9),,,1,아파트,1,16,2003-06-04,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120428411,1168010800102110021,서울특별시,강남구,논현동,211-21,서울특별시 강남구 논현동 211-21,펜트힐 루 논현,펜트힐루논현,펜트힐 루 논현,펜트힐 루 논현,1,아파트,1,131,2021-08-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120442921,1168010800101060000,서울특별시,강남구,논현동,106,서울특별시 강남구 논현동 106,펜트힐 캐스케이드,펜트힐캐스케이드,펜트힐 캐스케이드,,1,아파트,1,130,2023-02-28,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120055215,1168010800101960004,서울특별시,강남구,논현동,196-4,서울특별시 강남구 논현동 196-4,프라임아파트,논현프라임아파트,프라임아파트,프라임아파트,1,아파트,1,19,2006-09-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100249473,1168010800100800013,서울특별시,강남구,논현동,80-13,서울특별시 강남구 논현동 80-13,프라임아파트,프라임,프라임아파트,프라임아파트,1,아파트,1,28,2004-06-09,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680112067341,1168010800102170034,서울특별시,강남구,논현동,217-34,서울특별시 강남구 논현동 217-34,학동아파트,학동,학동아파트,학동아파트,1,아파트,1,18,2005-06-28,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120439358,1168010800102070000,서울특별시,강남구,논현동,207,서울특별시 강남구 논현동 207,학동역 이안 테라디움,학동역이안테라디움,학동역 이안 테라디움,학동역 이안 테라디움,1,아파트,1,54,2022-09-23,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001311,1168010800100790007,서울특별시,강남구,논현동,79-7,서울특별시 강남구 논현동 79-7,한양빌라트,한양빌라트,한양빌라트,한양빌라트,1,아파트,1,19,1998-11-23,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120180656,1168010800102210007,서울특별시,강남구,논현동,221-7,서울특별시 강남구 논현동 221-7,한양수자인 어반게이트,한양수자인어반게이트,한양수자인 어반게이트,한양수자인 어반게이트,1,아파트,1,108,2013-06-26,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001314,1168010800102610008,서울특별시,강남구,논현동,261-8,서울특별시 강남구 논현동 261-8,현대 넥서스 아파트,현대넥서스A동,현대 넥서스 아파트,현대 넥서스 아파트,1,아파트,1,16,1997-12-12,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001313,1168010800102610007,서울특별시,강남구,논현동,261-7,서울특별시 강남구 논현동 261-7,현대넥서스아파트,현대넥서스B동,현대넥서스아파트,현대넥서스아파트,1,아파트,1,18,2000-10-05,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001318,1168010800102610000,서울특별시,강남구,논현동,261,서울특별시 강남구 논현동 261,현대인텔렉스빌딩,현대인텔렉스,현대인텔렉스빌딩,현대인텔렉스빌딩,1,아파트,1,42,1997-04-15,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100053395,1168010800101920015,서울특별시,강남구,논현동,192-15,서울특별시 강남구 논현동 192-15,휴먼스페이스주상복합아파트,휴먼스페이스,휴먼스페이스주상복합아파트,휴먼스페이스주상복합아파트,1,아파트,1,18,2003-06-02,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100053105,1168010800100460002,서울특별시,강남구,논현동,46-2,서울특별시 강남구 논현동 46-2,힐스빌7차,힐스빌7,힐스빌7차,힐스빌7차,1,아파트,1,9,2003-03-10,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100256801,1168010800100530001,서울특별시,강남구,논현동,53-1,서울특별시 강남구 논현동 53-1,힐타워,힐타워,,,1,아파트,1,16,2001-06-28,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120391700,1168010600109830001,서울특별시,강남구,대치동,983-1,서울특별시 강남구 대치동 983-1,S-TOWER,S-TOWER,S-TOWER,S-TOWER,1,아파트,1,19,1996-07-15,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100050341,1168010600105030000,서울특별시,강남구,대치동,503,서울특별시 강남구 대치동 503,개포1차우성아파트,개포우성1,개포1차우성아파트,,1,아파트,9,690,1983-12-17,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001379,1168010600105000000,서울특별시,강남구,대치동,500,서울특별시 강남구 대치동 500,개포2차우성아파트,개포우성2,개포2차우성아파트,,1,아파트,5,450,1984-12-15,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001384,1168010600106500000,서울특별시,강남구,대치동,650,서울특별시 강남구 대치동 650,공동주택,청암빌라트,공동주택,공동주택,1,아파트,1,18,1991-11-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100249458,1168010600110170001,서울특별시,강남구,대치동,1017-1,서울특별시 강남구 대치동 1017-1,노빌리티빌리지,노빌리티빌리지,노빌리티빌리지,노빌리티빌리지,1,아파트,1,14,1999-12-31,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001392,1168010600109000058,서울특별시,강남구,대치동,900-58,서울특별시 강남구 대치동 900-58,대치,대치,,,1,아파트,1,18,2002-07-04,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120355788,1168010600110290000,서울특별시,강남구,대치동,1029,서울특별시 강남구 대치동 1029,대치 SK VIEW,대치SKVIEW,대치 SK VIEW,대치 SK VIEW,1,아파트,4,239,2017-06-20,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120438882,1168010600110310000,서울특별시,강남구,대치동,1031,서울특별시 강남구 대치동 1031,대치 더 클래스,대치더클래스,대치 더 클래스,대치 더 클래스,1,아파트,1,42,2022-09-02,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120429869,1168010600110300000,서울특별시,강남구,대치동,1030,서울특별시 강남구 대치동 1030,대치 르엘,대치르엘,대치 르엘,대치 르엘,1,아파트,6,273,2021-09-17,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100448493,1168010600109620020,서울특별시,강남구,대치동,962-20,서울특별시 강남구 대치동 962-20,대치 주성아파트,대치주성,대치 주성아파트,대치 주성아파트,1,아파트,1,14,2004-10-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120328520,1168010600109590033,서울특별시,강남구,대치동,959-33,서울특별시 강남구 대치동 959-33,대치동 959-33 도시형생활주택,하우스온더락,대치동 959-33 도시형생활주택,,1,아파트,1,27,2015-11-02,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100249443,1168010600108910023,서울특별시,강남구,대치동,891-23,서울특별시 강남구 대치동 891-23,대치동 대우아이빌 명문가,대우아이빌명문가(891-23),대치동 대우아이빌 명문가,대치동 대우아이빌 명문가,1,아파트,1,210,2004-02-23,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120066780,1168010600110250000,서울특별시,강남구,대치동,1025,서울특별시 강남구 대치동 1025,대치동 롯데캐슬 리베,롯데캐슬리베,대치동 롯데캐슬 리베,대치동 롯데캐슬 리베,1,아파트,2,144,2008-02-22,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100256621,1168010600108910028,서울특별시,강남구,대치동,891-28,서울특별시 강남구 대치동 891-28,대치동 우정에쉐르1,대치동우정에쉐르1,대치동 우정에쉐르1,대치동 우정에쉐르1,1,아파트,1,80,2004-04-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100249440,1168010600108900042,서울특별시,강남구,대치동,890-42,서울특별시 강남구 대치동 890-42,대치동 우정에쉐르2,대치동우정에쉐르2(890-42),대치동 우정에쉐르2,대치동 우정에쉐르2,1,아파트,1,18,2004-05-20,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100050485,1168010600109100007,서울특별시,강남구,대치동,910-7,서울특별시 강남구 대치동 910-7,대치동 풍림아이원아파트,풍림아이원2차201동,대치동 풍림아이원아파트,대치동 풍림아이원아파트,1,아파트,1,14,2003-10-28,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100050483,1168010600109100006,서울특별시,강남구,대치동,910-6,서울특별시 강남구 대치동 910-6,대치동 풍림아이원아파트 신축공사,풍림아이원2차202동,대치동 풍림아이원아파트 신축공사,대치동 풍림아이원아파트 신축공사,1,아파트,1,19,2003-10-28,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100249454,1168010600110070001,서울특별시,강남구,대치동,1007-1,서울특별시 강남구 대치동 1007-1,대치동3차 풍림 아이원 아파트,풍림아이원3차(1007-1),대치동3차 풍림 아이원 아파트,대치동3차 풍림 아이원 아파트,1,아파트,1,42,2004-07-01,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100249455,1168010600110070002,서울특별시,강남구,대치동,1007-2,서울특별시 강남구 대치동 1007-2,대치동4차 풍림 아이원 아파트,풍림아이원4차(1007-2),대치동4차 풍림 아이원 아파트,대치동4차 풍림 아이원 아파트,1,아파트,1,33,2004-06-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100249444,1168010600108910026,서울특별시,강남구,대치동,891-26,서울특별시 강남구 대치동 891-26,대치동대우아이빌멤버스,대우아이빌멤버스(891-26),대치동대우아이빌멤버스,대치동대우아이빌멤버스,1,아파트,1,134,2003-12-04,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120277885,1168010600109520002,서울특별시,강남구,대치동,952-2,서울특별시 강남구 대치동 952-2,대치동더블유타워,대치동더블유타워,대치동더블유타워,대치동더블유타워,1,아파트,1,149,2013-11-14,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001373,1168010600110160002,서울특별시,강남구,대치동,1016-2,서울특별시 강남구 대치동 1016-2,대치동삼성3차아파트301동,삼성3차,심성3차아파트 302동,대치동삼성3차아파트301동,1,아파트,2,35,2000-02-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120142295,1168010600110090004,서울특별시,강남구,대치동,1009-4,서울특별시 강남구 대치동 1009-4,대치동상지리츠빌카일룸,상지리츠빌카일룸(1009-4),대치동상지리츠빌카일룸,대치동상지리츠빌카일룸,1,아파트,1,15,2011-09-09,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001372,1168010600110140001,서울특별시,강남구,대치동,1014-1,서울특별시 강남구 대치동 1014-1,대치삼성2차아파트,삼성2차,대치삼성2차아파트,대치삼성2차아파트,1,아파트,1,19,1999-10-25,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
